utc_time,pst_time,unix_time,wspd,wspd_flg,wdir,wdir_flg,at,at_flg,rh,rh_flg,sr_1,sr1_flg,sr_2,baro,baro_flg,rain,rain_flg,evapo,evapo_flg,dp,dp_flg,vbatt,bit,wgst,wgst_flg
2016-02-01T08:21:06Z,2016-02-01 00:21:06,1454314866.653,6.1,1,339,1,10.7,1,50,1,-1,1,3240,1014.6,1,0,1,0,1,1,1,13.8,40000,20.81,1
2016-02-01T08:23:06Z,2016-02-01 00:23:06,1454314986.541,4.8,1,335,1,10.6,1,44,1,-1,1,3240,1014.6,1,0,1,0,1,-1,1,13.7,40000,14.45,1
2016-02-01T08:25:06Z,2016-02-01 00:25:06,1454315106.698,4.5,1,342,1,10.6,1,48,1,-1,1,3240,1014.7,1,0,1,0,1,0.3,1,13.7,40000,13.4,1
2016-02-01T08:27:06Z,2016-02-01 00:27:06,1454315226.668,5.6,1,330,1,10.6,1,46,1,-1,1,3240,1014.8,1,0,1,0,1,-0.3,1,13.8,40000,17.23,1
2016-02-01T08:29:06Z,2016-02-01 00:29:06,1454315346.696,6.9,1,333,1,10.7,1,47,1,-1,1,3240,1014.8,1,0,1,0,1,0.2,1,13.8,40000,21.78,1
2016-02-01T08:31:06Z,2016-02-01 00:31:06,1454315466.667,5.2,1,343,1,10.8,1,52,1,-1,1,3240,1014.8,1,0,1,0,1,1.5,1,13.7,40000,16.82,1
2016-02-01T08:33:06Z,2016-02-01 00:33:06,1454315586.67,5.6,1,336,1,10.6,1,47,1,-1,1,3240,1014.9,1,0,1,0,1,0,1,13.7,40000,21.67,1
2016-02-01T08:35:06Z,2016-02-01 00:35:06,1454315706.556,6.5,1,337,1,10.6,1,48,1,-1,1,3240,1014.8,1,0,1,0,1,0.3,1,13.7,40000,19.37,1
2016-02-01T08:37:06Z,2016-02-01 00:37:06,1454315826.664,6.3,1,345,1,10.8,1,51,1,-1,1,3240,1014.8,1,0,1,0,1,1.3,1,13.7,40000,21.92,1
2016-02-01T08:39:06Z,2016-02-01 00:39:06,1454315946.686,6.5,1,330,1,10.8,1,50,1,-1,1,3240,1014.8,1,0,1,0,1,1,1,13.8,40000,22.33,1
2016-02-01T08:41:06Z,2016-02-01 00:41:06,1454316066.683,7.8,1,339,1,10.8,1,50,1,-1,1,3240,1014.8,1,0,1,0,1,1.1,1,13.7,40000,24.36,1
2016-02-01T08:43:06Z,2016-02-01 00:43:06,1454316186.594,7.4,1,341,1,10.7,1,52,1,-1,1,3240,1014.8,1,0,1,0,1,1.6,1,13.7,40000,24.39,1
2016-02-01T08:45:06Z,2016-02-01 00:45:06,1454316306.616,7.3,1,338,1,10.7,1,50,1,-1,1,3240,1014.9,1,0,1,0,1,1,1,13.7,40000,23.89,1
2016-02-01T08:47:06Z,2016-02-01 00:47:06,1454316426.604,6.9,1,332,1,10.6,1,51,1,-1,1,3240,1014.7,1,0,1,0,1,1.1,1,13.7,40000,22.1,1
2016-02-01T08:49:06Z,2016-02-01 00:49:06,1454316546.686,8.2,1,345,1,10.7,1,51,1,-1,1,3240,1014.7,1,0,1,0,1,1.1,1,13.7,40000,27.03,1
2016-02-01T08:51:06Z,2016-02-01 00:51:06,1454316666.682,7.7,1,342,1,10.6,1,49,1,-1,1,3240,1014.6,1,0,1,0,1,0.6,1,13.7,40000,24.6,1
2016-02-01T08:53:06Z,2016-02-01 00:53:06,1454316786.562,6.9,1,333,1,10.6,1,53,1,-1,1,3240,1014.6,1,0,1,0,1,1.7,1,13.7,40000,22.91,1
2016-02-01T08:55:06Z,2016-02-01 00:55:06,1454316906.668,8.7,1,340,1,10.7,1,50,1,-1,1,3240,1014.6,1,0,1,0,1,0.9,1,13.7,40000,29.92,1
2016-02-01T08:57:06Z,2016-02-01 00:57:06,1454317026.728,7.9,1,341,1,10.6,1,50,1,-1,1,3240,1014.6,1,0,1,0,1,0.9,1,13.7,40000,23.74,1
2016-02-01T08:59:06Z,2016-02-01 00:59:06,1454317146.599,6.7,1,336,1,10.7,1,53,1,-1,1,3240,1014.6,1,0,1,0,1,1.8,1,13.8,40000,23.26,1
2016-02-01T09:01:06Z,2016-02-01 01:01:06,1454317266.53,7.7,1,333,1,10.7,1,51,1,-1,1,3240,1014.5,1,0,1,0,1,1,1,13.8,40000,21.99,1
2016-02-01T09:03:07Z,2016-02-01 01:03:07,1454317387,7.7,1,345,1,10.8,1,56,1,-1,1,3240,1014.5,1,0,1,0,1,2.7,1,13.7,40000,28.13,1
2016-02-01T09:05:06Z,2016-02-01 01:05:06,1454317506.609,7.9,1,340,1,10.7,1,55,1,-1,1,3240,1014.5,1,0,1,0,1,2.2,1,13.7,40000,24.41,1
2016-02-01T09:07:06Z,2016-02-01 01:07:06,1454317626.548,9.2,1,342,1,10.5,1,50,1,-1,1,3240,1014.4,1,0,1,0,1,0.6,1,13.7,40000,27.93,1
2016-02-01T09:09:06Z,2016-02-01 01:09:06,1454317746.737,7.6,1,343,1,10.5,1,51,1,-1,1,3240,1014.5,1,0,1,0,1,1,1,13.7,40000,27.67,1
2016-02-01T09:11:06Z,2016-02-01 01:11:06,1454317866.742,8.6,1,342,1,10.6,1,55,1,-1,1,3240,1014.5,1,0,1,0,1,2.1,1,13.7,40000,26.28,1
2016-02-01T09:13:06Z,2016-02-01 01:13:06,1454317986.616,7.2,1,343,1,10.4,1,52,1,-1,1,3240,1014.7,1,0,1,0,1,1.2,1,13.7,40000,23.94,1
2016-02-01T09:15:06Z,2016-02-01 01:15:06,1454318106.548,8.7,1,339,1,10.6,1,54,1,-1,1,3240,1014.8,1,0,1,0,1,1.8,1,13.8,40000,28.36,1
2016-02-01T09:17:06Z,2016-02-01 01:17:06,1454318226.633,8.6,1,337,1,10.5,1,53,1,-1,1,3240,1014.8,1,0,1,0,1,1.5,1,13.7,40000,26.03,1
2016-02-01T09:19:06Z,2016-02-01 01:19:06,1454318346.615,9,1,334,1,10.6,1,55,1,-1,1,3240,1014.8,1,0,1,0,1,2.1,1,13.7,40000,29.96,1
2016-02-01T09:21:06Z,2016-02-01 01:21:06,1454318466.55,8.7,1,333,1,10.6,1,55,1,-1,1,3240,1014.8,1,0,1,0,1,2.2,1,13.7,40000,25.62,1
2016-02-01T09:23:06Z,2016-02-01 01:23:06,1454318586.568,8.6,1,334,1,10.5,1,55,1,-1,1,3240,1014.9,1,0,1,0,1,2,1,13.7,40000,27.75,1
2016-02-01T09:25:06Z,2016-02-01 01:25:06,1454318706.588,8.9,1,329,1,10.6,1,54,1,-1,1,3240,1014.8,1,0,1,0,1,1.9,1,13.7,40000,25.06,1
2016-02-01T09:27:06Z,2016-02-01 01:27:06,1454318826.644,8.2,1,335,1,10.5,1,51,1,-1,1,3240,1014.8,1,0,1,0,1,1.1,1,13.7,40000,25.76,1
2016-02-01T09:29:06Z,2016-02-01 01:29:06,1454318946.541,7.9,1,331,1,10.5,1,51,1,-1,1,3240,1014.9,1,0,1,0,1,1.1,1,13.7,40000,24.67,1
2016-02-01T09:31:06Z,2016-02-01 01:31:06,1454319066.597,7.9,1,331,1,10.5,1,51,1,-1,1,3240,1014.9,1,0,1,0,1,1.1,1,13.7,40000,26.9,1
2016-02-01T09:33:06Z,2016-02-01 01:33:06,1454319186.54,7.9,1,332,1,10.4,1,52,1,-1,1,3240,1015,1,0,1,0,1,1.2,1,13.7,40000,22.7,1
2016-02-01T09:35:06Z,2016-02-01 01:35:06,1454319306.789,8.4,1,329,1,10.5,1,53,1,-1,1,3240,1015,1,0,1,0,1,1.5,1,13.6,40000,27.19,1
2016-02-01T09:37:06Z,2016-02-01 01:37:06,1454319426.661,7.5,1,328,1,10.4,1,52,1,-1,1,3240,1015.1,1,0,1,0,1,1.1,1,13.7,40000,25.22,1
2016-02-01T09:39:06Z,2016-02-01 01:39:06,1454319546.679,7.5,1,327,1,10.4,1,52,1,-1,1,3240,1015.2,1,0,1,0,1,1.3,1,13.7,40000,22.12,1
2016-02-01T09:41:06Z,2016-02-01 01:41:06,1454319666.686,6.7,1,328,1,10.5,1,54,1,-1,1,3240,1015.2,1,0,1,0,1,1.8,1,13.7,40000,21.4,1
2016-02-01T09:43:06Z,2016-02-01 01:43:06,1454319786.531,9.5,1,336,1,10.3,1,50,1,-1,1,3240,1015.3,1,0,1,0,1,0.6,1,13.8,40000,28.58,1
2016-02-01T09:45:06Z,2016-02-01 01:45:06,1454319906.594,7.5,1,325,1,10.4,1,51,1,-1,1,3240,1015.4,1,0,1,0,1,0.8,1,13.7,40000,23.61,1
2016-02-01T09:47:06Z,2016-02-01 01:47:06,1454320026.668,8.5,1,327,1,10.4,1,52,1,-1,1,3240,1015.5,1,0,1,0,1,1.2,1,13.7,40000,22.95,1
2016-02-01T09:49:06Z,2016-02-01 01:49:06,1454320146.613,8.6,1,326,1,10.4,1,51,1,-1,1,3240,1015.5,1,0,1,0,1,0.9,1,13.7,40000,25.44,1
2016-02-01T09:51:06Z,2016-02-01 01:51:06,1454320266.732,8.9,1,323,1,10.4,1,49,1,-1,1,3240,1015.6,1,0,1,0,1,0.3,1,13.7,40000,29.39,1
2016-02-01T09:53:06Z,2016-02-01 01:53:06,1454320386.581,9.1,1,333,1,10.3,1,48,1,-1,1,3240,1015.6,1,0,1,0,1,0,1,13.8,40000,26.01,1
2016-02-01T09:55:06Z,2016-02-01 01:55:06,1454320506.549,11,1,319,1,10.3,1,50,1,-1,1,3240,1015.7,1,0,1,0,1,0.6,1,13.7,40000,32.06,1
2016-02-01T09:57:06Z,2016-02-01 01:57:06,1454320626.595,8,1,324,1,10.3,1,47,1,-1,1,3240,1015.7,1,0,1,0,1,-0.3,1,13.8,40000,24.27,1
2016-02-01T09:59:06Z,2016-02-01 01:59:06,1454320746.728,7.7,1,330,1,10.3,1,45,1,-1,1,3240,1015.7,1,0,1,0,1,-0.9,1,13.7,40000,23.07,1
2016-02-01T10:01:06Z,2016-02-01 02:01:06,1454320866.666,6.7,1,332,1,10.4,1,49,1,-1,1,3240,1015.7,1,0,1,0,1,0.3,1,13.7,40000,21.43,1
2016-02-01T10:03:06Z,2016-02-01 02:03:06,1454320986.531,5.8,1,331,1,10.3,1,44,1,-1,1,3240,1015.7,1,0,1,0,1,-1.1,1,13.8,40000,18.35,1
2016-02-01T10:05:06Z,2016-02-01 02:05:06,1454321106.693,5.2,1,325,1,10.3,1,47,1,-1,1,3240,1015.7,1,0,1,0,1,-0.2,1,13.7,40000,16.23,1
2016-02-01T10:07:06Z,2016-02-01 02:07:06,1454321226.703,7.2,1,321,1,10.4,1,46,1,-1,1,3240,1015.7,1,0,1,0,1,-0.6,1,13.7,40000,23.92,1
2016-02-01T10:09:06Z,2016-02-01 02:09:06,1454321346.632,5.9,1,335,1,10.4,1,47,1,-1,1,3240,1015.7,1,0,1,0,1,-0.2,1,13.7,40000,18.38,1
2016-02-01T10:11:06Z,2016-02-01 02:11:06,1454321466.665,8.6,1,338,1,10.3,1,47,1,-1,1,3240,1015.6,1,0,1,0,1,-0.3,1,13.7,40000,26.07,1
2016-02-01T10:13:06Z,2016-02-01 02:13:06,1454321586.633,6,1,329,1,10.2,1,45,1,-1,1,3240,1015.6,1,0,1,0,1,-0.9,1,13.7,40000,18.73,1
2016-02-01T10:15:06Z,2016-02-01 02:15:06,1454321706.656,5.9,1,324,1,10.2,1,45,1,-1,1,3240,1015.7,1,0,1,0,1,-1.1,1,13.8,40000,22.75,1
2016-02-01T10:17:06Z,2016-02-01 02:17:06,1454321826.618,7.5,1,339,1,10.4,1,49,1,-1,1,3240,1015.6,1,0,1,0,1,0.5,1,13.7,40000,23.06,1
2016-02-01T10:19:06Z,2016-02-01 02:19:06,1454321946.663,5.6,1,325,1,10.2,1,44,1,-1,1,3240,1015.6,1,0,1,0,1,-1.3,1,13.7,40000,18.84,1
2016-02-01T10:21:06Z,2016-02-01 02:21:06,1454322066.682,5.3,1,331,1,10.2,1,50,1,-1,1,3240,1015.6,1,0,1,0,1,0.5,1,13.7,40000,17.14,1
2016-02-01T10:23:06Z,2016-02-01 02:23:06,1454322186.564,4.9,1,336,1,10.3,1,51,1,-1,1,3240,1015.6,1,0,1,0,1,1,1,13.7,40000,15.58,1
2016-02-01T10:25:06Z,2016-02-01 02:25:06,1454322306.717,4.7,1,333,1,10.2,1,50,1,-1,1,3240,1015.6,1,0,1,0,1,0.6,1,13.8,40000,14.17,1
2016-02-01T10:27:06Z,2016-02-01 02:27:06,1454322426.754,5,1,325,1,10.2,1,51,1,-1,1,3240,1015.6,1,0,1,0,1,0.7,1,13.7,40000,16.24,1
2016-02-01T10:29:06Z,2016-02-01 02:29:06,1454322546.798,5.8,1,335,1,10.2,1,51,1,-1,1,3240,1015.6,1,0,1,0,1,0.8,1,13.7,40000,18.88,1
2016-02-01T10:31:06Z,2016-02-01 02:31:06,1454322666.658,6.8,1,336,1,10.1,1,49,1,-1,1,3240,1015.6,1,0,1,0,1,0,1,13.7,40000,19.63,1
2016-02-01T10:33:06Z,2016-02-01 02:33:06,1454322786.507,5.8,1,331,1,10.1,1,49,1,-1,1,3240,1015.6,1,0,1,0,1,0.1,1,13.7,40000,18.34,1
2016-02-01T10:35:06Z,2016-02-01 02:35:06,1454322906.607,7.1,1,341,1,10.2,1,53,1,-1,1,3240,1015.6,1,0,1,0,1,1.2,1,13.8,40000,22.61,1
2016-02-01T10:37:06Z,2016-02-01 02:37:06,1454323026.675,6.2,1,339,1,10.1,1,51,1,-1,1,3240,1015.6,1,0,1,0,1,0.6,1,13.7,40000,20.65,1
2016-02-01T10:39:06Z,2016-02-01 02:39:06,1454323146.611,6.9,1,335,1,10.2,1,54,1,-1,1,3240,1015.5,1,0,1,0,1,1.6,1,13.7,40000,21.89,1
2016-02-01T10:41:06Z,2016-02-01 02:41:06,1454323266.744,6.5,1,343,1,10,1,51,1,-1,1,3240,1015.5,1,0,1,0,1,0.6,1,13.7,40000,19.47,1
2016-02-01T10:43:06Z,2016-02-01 02:43:06,1454323386.57,8.1,1,336,1,10.1,1,54,1,-1,1,3240,1015.4,1,0,1,0,1,1.5,1,13.7,40000,23.64,1
2016-02-01T10:45:06Z,2016-02-01 02:45:06,1454323506.664,6,1,343,1,10,1,53,1,-1,1,3240,1015.4,1,0,1,0,1,1,1,13.8,40000,19.53,1
2016-02-01T10:47:06Z,2016-02-01 02:47:06,1454323626.543,6.5,1,341,1,9.9,1,51,1,-1,1,3240,1015.4,1,0,1,0,1,0.4,1,13.7,40000,19.5,1
2016-02-01T10:49:06Z,2016-02-01 02:49:06,1454323746.67,6.2,1,339,1,9.7,1,48,1,-1,1,3240,1015.3,1,0,1,0,1,-0.6,1,13.8,40000,18.32,1
2016-02-01T10:51:06Z,2016-02-01 02:51:06,1454323866.588,6.6,1,330,1,9.9,1,49,1,-1,1,3240,1015.3,1,0,1,0,1,0,1,13.7,40000,20.24,1
2016-02-01T10:53:06Z,2016-02-01 02:53:06,1454323986.529,6,1,336,1,10,1,53,1,-1,1,3240,1015.3,1,0,1,0,1,1.1,1,13.7,40000,20.96,1
2016-02-01T10:55:06Z,2016-02-01 02:55:06,1454324106.664,5.9,1,338,1,9.9,1,53,1,-1,1,3240,1015.2,1,0,1,0,1,0.9,1,13.7,40000,18,1
2016-02-01T10:57:06Z,2016-02-01 02:57:06,1454324226.645,4.5,1,339,1,9.8,1,51,1,-1,1,3240,1015.2,1,0,1,0,1,0.5,1,13.7,40000,16.74,1
2016-02-01T10:59:06Z,2016-02-01 02:59:06,1454324346.721,5.8,1,344,1,9.8,1,51,1,-1,1,3240,1015.2,1,0,1,0,1,0.2,1,13.7,40000,16.91,1
2016-02-01T11:01:06Z,2016-02-01 03:01:06,1454324466.788,5.4,1,336,1,9.8,1,49,1,-1,1,3240,1015.1,1,0,1,0,1,-0.2,1,13.7,40000,16.69,1
2016-02-01T11:03:06Z,2016-02-01 03:03:06,1454324586.614,4.6,1,338,1,9.7,1,44,1,-1,1,3240,1015.2,1,0,1,0,1,-1.6,1,13.7,40000,15.05,1
2016-02-01T11:05:06Z,2016-02-01 03:05:06,1454324706.664,5.2,1,343,1,9.8,1,46,1,-1,1,3240,1015.2,1,0,1,0,1,-0.9,1,13.7,40000,17.59,1
2016-02-01T11:07:06Z,2016-02-01 03:07:06,1454324826.523,5.2,1,342,1,9.8,1,49,1,-1,1,3240,1015.2,1,0,1,0,1,-0.2,1,13.8,40000,18.14,1
2016-02-01T11:09:06Z,2016-02-01 03:09:06,1454324946.59,5.6,1,341,1,9.9,1,48,1,-1,1,3240,1015.2,1,0,1,0,1,-0.2,1,13.7,40000,16.52,1
2016-02-01T11:11:06Z,2016-02-01 03:11:06,1454325066.658,5.2,1,338,1,9.9,1,48,1,-1,1,3240,1015.3,1,0,1,0,1,-0.3,1,13.7,40000,16.86,1
2016-02-01T11:13:06Z,2016-02-01 03:13:06,1454325186.552,4.9,1,339,1,9.9,1,51,1,-1,1,3240,1015.3,1,0,1,0,1,0.6,1,13.7,40000,14.64,1
2016-02-01T11:15:06Z,2016-02-01 03:15:06,1454325306.587,5.7,1,337,1,9.9,1,47,1,-1,1,3240,1015.4,1,0,1,0,1,-0.8,1,13.7,40000,16.28,1
2016-02-01T11:17:06Z,2016-02-01 03:17:06,1454325426.594,5.4,1,333,1,9.9,1,48,1,-1,1,3240,1015.4,1,0,1,0,1,-0.2,1,13.7,40000,16.81,1
2016-02-01T11:19:06Z,2016-02-01 03:19:06,1454325546.515,4.7,1,331,1,9.9,1,46,1,-1,1,3240,1015.5,1,0,1,0,1,-0.9,1,13.7,40000,14.57,1
2016-02-01T11:21:06Z,2016-02-01 03:21:06,1454325666.557,5.8,1,335,1,10,1,46,1,-1,1,3240,1015.6,1,0,1,0,1,-0.8,1,13.8,40000,20.4,1
2016-02-01T11:23:06Z,2016-02-01 03:23:06,1454325786.588,5.1,1,332,1,10,1,46,1,-1,1,3240,1015.6,1,0,1,0,1,-1,1,13.7,40000,16.54,1
2016-02-01T11:25:06Z,2016-02-01 03:25:06,1454325906.654,5.4,1,336,1,10.1,1,49,1,-1,1,3240,1015.7,1,0,1,0,1,0,1,13.7,40000,15.29,1
2016-02-01T11:27:06Z,2016-02-01 03:27:06,1454326026.653,6.2,1,344,1,10,1,49,1,-1,1,3240,1015.7,1,0,1,0,1,0.1,1,13.7,40000,19.89,1
2016-02-01T11:29:06Z,2016-02-01 03:29:06,1454326146.611,5.4,1,342,1,10,1,51,1,-1,1,3240,1015.7,1,0,1,0,1,0.6,1,13.7,40000,16.16,1
2016-02-01T11:31:06Z,2016-02-01 03:31:06,1454326266.516,5.6,1,343,1,10.1,1,51,1,-1,1,3240,1015.7,1,0,1,0,1,0.6,1,13.7,40000,20.59,1
2016-02-01T11:33:06Z,2016-02-01 03:33:06,1454326386.527,6.8,1,333,1,10,1,54,1,-1,1,3240,1015.8,1,0,1,0,1,1.3,1,13.7,40000,22.18,1
2016-02-01T11:35:06Z,2016-02-01 03:35:06,1454326506.602,5.4,1,338,1,9.9,1,51,1,-1,1,3240,1015.8,1,0,1,0,1,0.5,1,13.7,40000,18.61,1
2016-02-01T11:37:06Z,2016-02-01 03:37:06,1454326626.626,6,1,330,1,10,1,52,1,-1,1,3240,1015.8,1,0,1,0,1,0.9,1,13.7,40000,18.34,1
2016-02-01T11:39:06Z,2016-02-01 03:39:06,1454326746.594,7.3,1,338,1,10,1,51,1,-1,1,3240,1015.9,1,0,1,0,1,0.7,1,13.7,40000,22.87,1
2016-02-01T11:41:06Z,2016-02-01 03:41:06,1454326866.701,6.5,1,338,1,10,1,51,1,-1,1,3240,1016,1,0,1,0,1,0.7,1,13.8,40000,20.81,1
2016-02-01T11:43:06Z,2016-02-01 03:43:06,1454326986.499,7.4,1,335,1,9.9,1,51,1,-1,1,3240,1015.9,1,0,1,0,1,0.6,1,13.7,40000,22.27,1
2016-02-01T11:45:06Z,2016-02-01 03:45:06,1454327106.612,7.2,1,333,1,10,1,51,1,-1,1,3240,1016,1,0,1,0,1,0.5,1,13.7,40000,25.58,1
2016-02-01T11:47:06Z,2016-02-01 03:47:06,1454327226.699,8.4,1,336,1,10,1,53,1,-1,1,3240,1016,1,0,1,0,1,1,1,13.7,40000,23.77,1
2016-02-01T11:49:06Z,2016-02-01 03:49:06,1454327346.627,7.8,1,335,1,10,1,53,1,-1,1,3240,1016.1,1,0,1,0,1,1,1,13.7,40000,23.98,1
2016-02-01T11:51:06Z,2016-02-01 03:51:06,1454327466.7,6.8,1,330,1,9.8,1,50,1,-1,1,3240,1016.1,1,0,1,0,1,0.2,1,13.7,40000,21.55,1
2016-02-01T11:53:06Z,2016-02-01 03:53:06,1454327586.502,6.9,1,334,1,10.1,1,55,1,-1,1,3240,1016.1,1,0,1,0,1,1.8,1,13.7,40000,20.18,1
2016-02-01T11:55:06Z,2016-02-01 03:55:06,1454327706.653,7.7,1,334,1,10,1,51,1,-1,1,3240,1016.2,1,0,1,0,1,0.5,1,13.7,40000,22.48,1
2016-02-01T11:57:06Z,2016-02-01 03:57:06,1454327826.641,7.6,1,333,1,9.8,1,50,1,-1,1,3240,1016.2,1,0,1,0,1,0.2,1,13.7,40000,22.26,1
2016-02-01T11:59:06Z,2016-02-01 03:59:06,1454327946.628,7,1,335,1,9.9,1,51,1,-1,1,3240,1016.3,1,0,1,0,1,0.5,1,13.7,40000,21.34,1
2016-02-01T12:01:06Z,2016-02-01 04:01:06,1454328066.559,6.5,1,331,1,9.9,1,50,1,-1,1,3240,1016.4,1,0,1,0,1,0.2,1,13.7,40000,19.53,1
2016-02-01T12:03:06Z,2016-02-01 04:03:06,1454328186.592,8,1,333,1,9.8,1,52,1,-1,1,3240,1016.4,1,0,1,0,1,0.6,1,13.7,40000,24.54,1
2016-02-01T12:04:11Z,2016-02-01 04:04:11,1454328251.581,5.9,1,329,1,9.8,1,53,1,-1,1,3240,1016.5,1,0,1,0,1,1,1,13.7,40000,19.54,1
2016-02-01T12:06:06Z,2016-02-01 04:06:06,1454328366.679,6.7,1,328,1,10,1,57,1,-1,1,3240,1016.5,1,0,1,0,1,2.1,1,13.7,40000,20.68,1
2016-02-01T12:08:06Z,2016-02-01 04:08:06,1454328486.604,6.9,1,322,1,9.9,1,53,1,-1,1,3240,1016.6,1,0,1,0,1,1.1,1,13.8,40000,20.67,1
2016-02-01T12:10:06Z,2016-02-01 04:10:06,1454328606.644,7.2,1,324,1,10,1,56,1,-1,1,3240,1016.7,1,0,1,0,1,1.8,1,13.7,40000,23.53,1
2016-02-01T12:12:06Z,2016-02-01 04:12:06,1454328726.639,8.6,1,321,1,9.8,1,54,1,-1,1,3240,1016.7,1,0,1,0,1,1.2,1,13.7,40000,22.99,1
2016-02-01T12:14:06Z,2016-02-01 04:14:06,1454328846.614,8.7,1,321,1,9.9,1,53,1,-1,1,3240,1016.8,1,0,1,0,1,1,1,13.7,40000,24.45,1
2016-02-01T12:16:06Z,2016-02-01 04:16:06,1454328966.623,9.3,1,321,1,9.9,1,50,1,-1,1,3240,1016.9,1,0,1,0,1,0.2,1,13.7,40000,29.39,1
2016-02-01T12:18:06Z,2016-02-01 04:18:06,1454329086.519,8.3,1,322,1,9.9,1,51,1,-1,1,3240,1017,1,0,1,0,1,0.6,1,13.7,40000,24.8,1
2016-02-01T12:20:06Z,2016-02-01 04:20:06,1454329206.639,8.6,1,323,1,9.9,1,55,1,-1,1,3240,1017.1,1,0,1,0,1,1.5,1,13.7,40000,26.27,1
2016-02-01T12:22:06Z,2016-02-01 04:22:06,1454329326.663,8.3,1,322,1,9.8,1,51,1,-1,1,3240,1017.2,1,0,1,0,1,0.4,1,13.7,40000,26.46,1
2016-02-01T12:24:06Z,2016-02-01 04:24:06,1454329446.638,9.7,1,321,1,9.8,1,51,1,-1,1,3240,1017.2,1,0,1,0,1,0.3,1,13.7,40000,30.74,1
2016-02-01T12:26:06Z,2016-02-01 04:26:06,1454329566.618,6.5,1,326,1,9.8,1,53,1,-1,1,3240,1017.2,1,0,1,0,1,0.9,1,13.7,40000,20.15,1
2016-02-01T12:28:06Z,2016-02-01 04:28:06,1454329686.609,8,1,319,1,9.8,1,49,1,-1,1,3240,1017.3,1,0,1,0,1,-0.1,1,13.7,40000,25.66,1
2016-02-01T12:30:06Z,2016-02-01 04:30:06,1454329806.757,7.2,1,333,1,9.8,1,48,1,-1,1,3240,1017.3,1,0,1,0,1,-0.6,1,13.7,40000,20.52,1
2016-02-01T12:32:06Z,2016-02-01 04:32:06,1454329926.67,7.6,1,328,1,9.8,1,48,1,-1,1,3240,1017.4,1,0,1,0,1,-0.6,1,13.7,40000,23.24,1
2016-02-01T12:34:06Z,2016-02-01 04:34:06,1454330046.671,6.6,1,331,1,9.7,1,47,1,-1,1,3240,1017.4,1,0,1,0,1,-0.9,1,13.7,40000,19.39,1
2016-02-01T12:36:06Z,2016-02-01 04:36:06,1454330166.648,8.2,1,331,1,9.7,1,48,1,-1,1,3240,1017.4,1,0,1,0,1,-0.6,1,13.7,40000,26.05,1
2016-02-01T12:38:06Z,2016-02-01 04:38:06,1454330286.594,7.6,1,332,1,9.7,1,44,1,-1,1,3240,1017.4,1,0,1,0,1,-1.7,1,13.7,40000,21.64,1
2016-02-01T12:40:06Z,2016-02-01 04:40:06,1454330406.587,7.5,1,337,1,9.8,1,46,1,-1,1,3240,1017.5,1,0,1,0,1,-1.1,1,13.7,40000,22.89,1
2016-02-01T12:42:06Z,2016-02-01 04:42:06,1454330526.641,7.1,1,328,1,9.8,1,46,1,-1,1,3240,1017.5,1,0,1,0,1,-1,1,13.7,40000,21.58,1
